,label,vector
2476,/content/drive/My Drive/faces94/malestaff/sandm/sandm.7.jpg,[ 82 187 125 ...  40 132 107]
2477,/content/drive/My Drive/faces94/malestaff/sandm/sandm.8.jpg,[ 80 186 132 ...  42 130 107]
2478,/content/drive/My Drive/faces94/malestaff/sandm/sandm.6.jpg,[41 92 54 ... 28 77 57]
2479,/content/drive/My Drive/faces94/malestaff/sandm/sandm.9.jpg,[39 90 56 ... 28 75 59]
2480,/content/drive/My Drive/faces94/malestaff/macci/macci.12.jpg,[42 92 58 ... 27 75 57]
2481,/content/drive/My Drive/faces94/malestaff/macci/macci.13.jpg,[43 94 60 ... 26 78 59]
2482,/content/drive/My Drive/faces94/malestaff/macci/macci.10.jpg,[42 93 59 ... 24 76 59]
2483,/content/drive/My Drive/faces94/malestaff/macci/macci.1.jpg,[41 92 58 ... 26 77 58]
2484,/content/drive/My Drive/faces94/malestaff/macci/macci.11.jpg,[42 93 59 ... 27 78 58]
2485,/content/drive/My Drive/faces94/malestaff/macci/macci.14.jpg,[43 93 59 ... 25 77 54]
2486,/content/drive/My Drive/faces94/malestaff/macci/macci.15.jpg,[43 96 57 ... 27 76 60]
2487,/content/drive/My Drive/faces94/malestaff/macci/macci.17.jpg,[41 92 58 ... 23 77 60]
2488,/content/drive/My Drive/faces94/malestaff/macci/macci.18.jpg,[41 92 58 ... 26 77 57]
2489,/content/drive/My Drive/faces94/malestaff/macci/macci.16.jpg,[43 93 59 ... 28 80 57]
2490,/content/drive/My Drive/faces94/malestaff/macci/macci.19.jpg,[42 95 56 ... 27 78 58]
2491,/content/drive/My Drive/faces94/malestaff/macci/macci.5.jpg,[43 94 56 ... 25 75 57]
2492,/content/drive/My Drive/faces94/malestaff/macci/macci.6.jpg,[43 94 56 ... 26 76 58]
2493,/content/drive/My Drive/faces94/malestaff/macci/macci.2.jpg,[42 95 56 ... 28 79 59]
2494,/content/drive/My Drive/faces94/malestaff/macci/macci.20.jpg,[39 93 58 ... 27 77 59]
2495,/content/drive/My Drive/faces94/malestaff/macci/macci.3.jpg,[42 93 59 ... 26 77 57]
2496,/content/drive/My Drive/faces94/malestaff/macci/macci.4.jpg,[40 91 53 ... 26 77 57]
2497,/content/drive/My Drive/faces94/malestaff/macci/macci.7.jpg,[41 90 58 ... 24 76 58]
2498,/content/drive/My Drive/faces94/malestaff/macci/macci.8.jpg,[ 58 147  98 ...  42  32  78]
2499,/content/drive/My Drive/faces94/malestaff/macci/macci.9.jpg,[ 60 146  98 ...  46  30  86]
2500,/content/drive/My Drive/faces94/malestaff/lyond/lyond.1.jpg,[ 60 146  98 ...  43  31  84]
2501,/content/drive/My Drive/faces94/malestaff/lyond/lyond.10.jpg,[ 59 148  98 ...  50  32  90]
2502,/content/drive/My Drive/faces94/malestaff/lyond/lyond.11.jpg,[ 59 148  99 ...  44  34  93]
2503,/content/drive/My Drive/faces94/malestaff/lyond/lyond.12.jpg,[ 60 146  98 ...  47  35  95]
2504,/content/drive/My Drive/faces94/malestaff/lyond/lyond.14.jpg,[ 64 148  98 ...  44  32  83]
2505,/content/drive/My Drive/faces94/malestaff/lyond/lyond.13.jpg,[ 60 148  95 ...  46  31  91]
2506,/content/drive/My Drive/faces94/malestaff/lyond/lyond.19.jpg,[ 58 149  95 ...  44  31  88]
2507,/content/drive/My Drive/faces94/malestaff/lyond/lyond.17.jpg,[ 64 147  98 ...  44  30  89]
2508,/content/drive/My Drive/faces94/malestaff/lyond/lyond.15.jpg,[ 57 145 100 ...  44  33  95]
2509,/content/drive/My Drive/faces94/malestaff/lyond/lyond.18.jpg,[ 65 146  97 ...  43  30  72]
2510,/content/drive/My Drive/faces94/malestaff/lyond/lyond.16.jpg,[ 61 147  99 ...  42  30  81]
2511,/content/drive/My Drive/faces94/malestaff/lyond/lyond.2.jpg,[ 63 150 100 ...  32  26  67]
2512,/content/drive/My Drive/faces94/malestaff/lyond/lyond.20.jpg,[ 60 147  97 ...  40  26  71]
2513,/content/drive/My Drive/faces94/malestaff/lyond/lyond.3.jpg,[ 60 146  98 ...  39  24  68]
2514,/content/drive/My Drive/faces94/malestaff/lyond/lyond.5.jpg,[ 65 146 102 ...  38  26  73]
2515,/content/drive/My Drive/faces94/malestaff/lyond/lyond.6.jpg,[ 56 147  98 ...  37  24  65]
2516,/content/drive/My Drive/faces94/malestaff/lyond/lyond.7.jpg,[ 59 148  99 ...  37  28  78]
2517,/content/drive/My Drive/faces94/malestaff/lyond/lyond.4.jpg,[ 61 147  99 ...  42  30  82]
2518,/content/drive/My Drive/faces94/malestaff/lyond/lyond.8.jpg,[48 99 65 ... 31 87 66]
2519,/content/drive/My Drive/faces94/malestaff/lyond/lyond.9.jpg,[ 45  99  64 ...  70 108  84]
2520,/content/drive/My Drive/faces94/malestaff/ieorf/ieorf.11.jpg,[46 96 62 ... 39 88 65]
2521,/content/drive/My Drive/faces94/malestaff/ieorf/ieorf.12.jpg,[45 99 64 ... 36 84 63]
2522,/content/drive/My Drive/faces94/malestaff/ieorf/ieorf.13.jpg,[48 99 65 ... 33 88 71]
2523,/content/drive/My Drive/faces94/malestaff/ieorf/ieorf.15.jpg,[46 99 60 ... 28 84 63]
2524,/content/drive/My Drive/faces94/malestaff/ieorf/ieorf.1.jpg,[46 99 60 ... 34 79 60]
2525,/content/drive/My Drive/faces94/malestaff/ieorf/ieorf.10.jpg,[ 46 100  61 ...  38  84  64]
2526,/content/drive/My Drive/faces94/malestaff/ieorf/ieorf.14.jpg,[ 46 100  60 ...  30  76  60]
2527,/content/drive/My Drive/faces94/malestaff/ieorf/ieorf.16.jpg,[45 96 62 ... 27 78 61]
2528,/content/drive/My Drive/faces94/malestaff/ieorf/ieorf.17.jpg,[ 46  97  61 ... 131 159 142]
2529,/content/drive/My Drive/faces94/malestaff/ieorf/ieorf.18.jpg,[44 98 63 ... 31 86 67]
2530,/content/drive/My Drive/faces94/malestaff/ieorf/ieorf.19.jpg,[47 97 63 ... 56 92 74]
2531,/content/drive/My Drive/faces94/malestaff/ieorf/ieorf.5.jpg,[43 96 63 ... 33 76 58]
2532,/content/drive/My Drive/faces94/malestaff/ieorf/ieorf.7.jpg,[48 98 64 ... 34 80 64]
2533,/content/drive/My Drive/faces94/malestaff/ieorf/ieorf.8.jpg,[45 99 64 ... 31 89 69]
2534,/content/drive/My Drive/faces94/malestaff/ieorf/ieorf.9.jpg,[45 99 60 ... 34 84 64]
2535,/content/drive/My Drive/faces94/malestaff/ieorf/ieorf.2.jpg,[ 47 100  61 ...  32  88  71]
2536,/content/drive/My Drive/faces94/malestaff/ieorf/ieorf.4.jpg,[ 46  97  62 ... 206 239 220]
2537,/content/drive/My Drive/faces94/malestaff/ieorf/ieorf.3.jpg,[48 98 64 ... 30 77 61]
2538,/content/drive/My Drive/faces94/malestaff/ieorf/ieorf.20.jpg,[ 78 172 107 ...  31 112  87]
2539,/content/drive/My Drive/faces94/malestaff/ieorf/ieorf.6.jpg,[ 78 173 111 ...  33 114  91]
2540,/content/drive/My Drive/faces94/malestaff/moors/moors.1.jpg,[ 77 174 108 ...  31 115  91]
2541,/content/drive/My Drive/faces94/malestaff/moors/moors.10.jpg,[ 77 175 111 ...  28 115  89]
2542,/content/drive/My Drive/faces94/malestaff/moors/moors.11.jpg,[ 77 173 112 ...  32 116  90]
2543,/content/drive/My Drive/faces94/malestaff/moors/moors.17.jpg,[ 76 173 114 ...  32 116  87]
2544,/content/drive/My Drive/faces94/malestaff/moors/moors.12.jpg,[ 76 171 114 ...  31 114  90]
2545,/content/drive/My Drive/faces94/malestaff/moors/moors.18.jpg,[ 75 174 109 ...  31 114  92]
2546,/content/drive/My Drive/faces94/malestaff/moors/moors.2.jpg,[ 81 173 110 ...  31 114  89]
2547,/content/drive/My Drive/faces94/malestaff/moors/moors.13.jpg,[ 76 175 109 ...  30 114  89]
2548,/content/drive/My Drive/faces94/malestaff/moors/moors.15.jpg,[ 76 174 108 ...  31 115  90]
2549,/content/drive/My Drive/faces94/malestaff/moors/moors.16.jpg,[ 80 177 111 ...  32 115  86]
2550,/content/drive/My Drive/faces94/malestaff/moors/moors.14.jpg,[ 79 176 110 ...  31 115  90]
2551,/content/drive/My Drive/faces94/malestaff/moors/moors.19.jpg,[ 76 173 109 ...  34 115  88]
2552,/content/drive/My Drive/faces94/malestaff/moors/moors.20.jpg,[ 79 174 107 ...  32 112  89]
2553,/content/drive/My Drive/faces94/malestaff/moors/moors.3.jpg,[ 74 174 109 ...  32 113  88]
2554,/content/drive/My Drive/faces94/malestaff/moors/moors.4.jpg,[ 77 171 112 ...  32 115  90]
2555,/content/drive/My Drive/faces94/malestaff/moors/moors.5.jpg,[ 74 175 110 ...  32 117  89]
2556,/content/drive/My Drive/faces94/malestaff/moors/moors.6.jpg,[ 72 172 112 ...  29 115  89]
2557,/content/drive/My Drive/faces94/malestaff/moors/moors.8.jpg,[ 81 175 108 ...  32 113  88]
2558,/content/drive/My Drive/faces94/malestaff/moors/moors.7.jpg,[ 78 176 115 ...  98  92  78]
2559,/content/drive/My Drive/faces94/malestaff/moors/moors.9.jpg,[ 74 178 117 ...  98  89  75]
2560,/content/drive/My Drive/faces94/malestaff/obeidn/obeidn.12.jpg,[ 70 179 120 ...  98  90  73]
2561,/content/drive/My Drive/faces94/malestaff/obeidn/obeidn.11.jpg,[ 79 179 114 ... 108  91  79]
2562,/content/drive/My Drive/faces94/malestaff/obeidn/obeidn.1.jpg,[ 76 179 118 ... 100  90  74]
2563,/content/drive/My Drive/faces94/malestaff/obeidn/obeidn.10.jpg,[ 77 181 120 ... 103  91  78]
2564,/content/drive/My Drive/faces94/malestaff/obeidn/obeidn.13.jpg,[ 77 180 115 ... 106  93  80]
2565,/content/drive/My Drive/faces94/malestaff/obeidn/obeidn.14.jpg,[ 78 180 113 ... 102  94  79]
2566,/content/drive/My Drive/faces94/malestaff/obeidn/obeidn.15.jpg,[ 80 183 115 ... 105  94  77]
2567,/content/drive/My Drive/faces94/malestaff/obeidn/obeidn.16.jpg,[ 75 178 122 ... 100  91  78]
2568,/content/drive/My Drive/faces94/malestaff/obeidn/obeidn.18.jpg,[ 79 179 119 ... 103  92  82]
2569,/content/drive/My Drive/faces94/malestaff/obeidn/obeidn.17.jpg,[ 79 180 123 ... 101  93  80]
2570,/content/drive/My Drive/faces94/malestaff/obeidn/obeidn.5.jpg,[ 75 181 115 ...  99  91  77]
2571,/content/drive/My Drive/faces94/malestaff/obeidn/obeidn.4.jpg,[ 78 181 116 ... 104  93  80]
2572,/content/drive/My Drive/faces94/malestaff/obeidn/obeidn.6.jpg,[ 82 177 120 ... 103  89  77]
2573,/content/drive/My Drive/faces94/malestaff/obeidn/obeidn.20.jpg,[ 79 182 115 ... 103  91  77]
2574,/content/drive/My Drive/faces94/malestaff/obeidn/obeidn.2.jpg,[ 82 179 114 ... 100  92  78]
2575,/content/drive/My Drive/faces94/malestaff/obeidn/obeidn.3.jpg,[ 80 178 118 ...  99  90  77]
2576,/content/drive/My Drive/faces94/malestaff/obeidn/obeidn.19.jpg,[ 73 179 127 ... 103  93  80]
2577,/content/drive/My Drive/faces94/malestaff/obeidn/obeidn.7.jpg,[ 79 180 118 ... 103  92  75]
2578,/content/drive/My Drive/faces94/malestaff/obeidn/obeidn.9.jpg,[38 86 57 ... 34 76 58]
2579,/content/drive/My Drive/faces94/malestaff/obeidn/obeidn.8.jpg,[40 87 55 ... 32 73 55]
2580,/content/drive/My Drive/faces94/malestaff/michael/michael.12.jpg,[40 86 57 ... 34 79 56]
2581,/content/drive/My Drive/faces94/malestaff/michael/michael.13.jpg,[40 86 57 ... 35 82 59]
2582,/content/drive/My Drive/faces94/malestaff/michael/michael.10.jpg,[44 90 54 ... 34 64 50]
2583,/content/drive/My Drive/faces94/malestaff/michael/michael.11.jpg,[41 83 55 ... 31 73 55]
2584,/content/drive/My Drive/faces94/malestaff/michael/michael.1.jpg,[41 86 57 ... 31 63 47]
2585,/content/drive/My Drive/faces94/malestaff/michael/michael.14.jpg,[39 85 56 ... 31 72 54]
2586,/content/drive/My Drive/faces94/malestaff/michael/michael.17.jpg,[41 87 58 ... 41 64 48]
2587,/content/drive/My Drive/faces94/malestaff/michael/michael.16.jpg,[42 86 57 ... 33 72 57]
2588,/content/drive/My Drive/faces94/malestaff/michael/michael.18.jpg,[42 86 55 ... 35 72 57]
2589,/content/drive/My Drive/faces94/malestaff/michael/michael.15.jpg,[40 87 55 ... 32 68 50]
2590,/content/drive/My Drive/faces94/malestaff/michael/michael.5.jpg,[42 86 55 ... 33 67 52]
2591,/content/drive/My Drive/faces94/malestaff/michael/michael.19.jpg,[41 85 56 ... 34 67 53]
2592,/content/drive/My Drive/faces94/malestaff/michael/michael.20.jpg,[41 87 58 ... 32 67 50]
2593,/content/drive/My Drive/faces94/malestaff/michael/michael.3.jpg,[39 85 56 ... 33 69 54]
2594,/content/drive/My Drive/faces94/malestaff/michael/michael.2.jpg,[43 87 58 ... 33 73 58]
2595,/content/drive/My Drive/faces94/malestaff/michael/michael.4.jpg,[40 87 55 ... 34 75 58]
2596,/content/drive/My Drive/faces94/malestaff/michael/michael.6.jpg,[43 87 58 ... 33 75 57]
2597,/content/drive/My Drive/faces94/malestaff/michael/michael.7.jpg,[41 88 56 ... 32 74 56]
2598,/content/drive/My Drive/faces94/malestaff/michael/michael.8.jpg,[ 72 176 113 ...  36 117  90]
2599,/content/drive/My Drive/faces94/malestaff/michael/michael.9.jpg,[ 77 174 117 ...  40 120  92]
2600,/content/drive/My Drive/faces94/malestaff/tony/tony.1.jpg,[ 75 175 115 ...  37 122  97]
2601,/content/drive/My Drive/faces94/malestaff/tony/tony.10.jpg,[ 74 173 117 ...  37 117  87]
2602,/content/drive/My Drive/faces94/malestaff/tony/tony.11.jpg,[ 77 174 118 ...  39 118  94]
2603,/content/drive/My Drive/faces94/malestaff/tony/tony.12.jpg,[ 73 176 112 ...  38 121  91]
2604,/content/drive/My Drive/faces94/malestaff/tony/tony.17.jpg,[ 73 172 110 ...  35 117  89]
2605,/content/drive/My Drive/faces94/malestaff/tony/tony.18.jpg,[ 73 177 112 ...  37 121  93]
2606,/content/drive/My Drive/faces94/malestaff/tony/tony.2.jpg,[ 77 175 115 ...  37 120  91]
2607,/content/drive/My Drive/faces94/malestaff/tony/tony.20.jpg,[ 72 177 120 ...  37 121  92]
2608,/content/drive/My Drive/faces94/malestaff/tony/tony.14.jpg,[ 72 177 114 ...  34 118  90]
2609,/content/drive/My Drive/faces94/malestaff/tony/tony.15.jpg,[ 72 176 115 ...  36 120  92]
2610,/content/drive/My Drive/faces94/malestaff/tony/tony.13.jpg,[ 77 171 118 ...  35 119  91]
2611,/content/drive/My Drive/faces94/malestaff/tony/tony.16.jpg,[ 77 175 118 ...  36 125  92]
2612,/content/drive/My Drive/faces94/malestaff/tony/tony.19.jpg,[ 78 178 113 ...  40 123  95]
2613,/content/drive/My Drive/faces94/malestaff/tony/tony.3.jpg,[ 77 175 118 ...  41 126  95]
2614,/content/drive/My Drive/faces94/malestaff/tony/tony.4.jpg,[ 78 175 113 ...  36 120  95]
2615,/content/drive/My Drive/faces94/malestaff/tony/tony.5.jpg,[ 78 175 118 ...  39 122  97]
2616,/content/drive/My Drive/faces94/malestaff/tony/tony.6.jpg,[ 74 177 116 ...  38 122  94]
2617,/content/drive/My Drive/faces94/malestaff/tony/tony.7.jpg,[ 75 177 112 ...  38 120  94]
2618,/content/drive/My Drive/faces94/malestaff/tony/tony.8.jpg,[ 65 144  93 ... 137  70  55]
2619,/content/drive/My Drive/faces94/malestaff/tony/tony.9.jpg,[ 62 144  95 ... 124  73  55]
2620,/content/drive/My Drive/faces94/malestaff/spacl/spacl.12.jpg,[ 59 143  96 ... 117  72  54]
2621,/content/drive/My Drive/faces94/malestaff/spacl/spacl.11.jpg,[ 64 144  90 ... 131  72  51]
2622,/content/drive/My Drive/faces94/malestaff/spacl/spacl.1.jpg,[ 62 145  92 ... 114  73  56]
2623,/content/drive/My Drive/faces94/malestaff/spacl/spacl.13.jpg,[ 70 143  95 ... 134  72  52]
2624,/content/drive/My Drive/faces94/malestaff/spacl/spacl.10.jpg,[ 62 144  95 ... 135  72  51]
2625,/content/drive/My Drive/faces94/malestaff/spacl/spacl.14.jpg,[ 67 143  95 ... 136  73  51]
2626,/content/drive/My Drive/faces94/malestaff/spacl/spacl.15.jpg,[ 61 145  95 ... 133  73  53]
2627,/content/drive/My Drive/faces94/malestaff/spacl/spacl.17.jpg,[ 70 144  93 ... 137  73  48]
2628,/content/drive/My Drive/faces94/malestaff/spacl/spacl.16.jpg,[ 63 142  93 ... 111  73  53]
2629,/content/drive/My Drive/faces94/malestaff/spacl/spacl.18.jpg,[ 61 143  94 ... 131  71  55]
2630,/content/drive/My Drive/faces94/malestaff/spacl/spacl.2.jpg,[ 66 145  94 ... 114  74  54]
2631,/content/drive/My Drive/faces94/malestaff/spacl/spacl.19.jpg,[ 64 143  94 ... 116  72  53]
2632,/content/drive/My Drive/faces94/malestaff/spacl/spacl.6.jpg,[ 66 145  96 ... 110  72  57]
2633,/content/drive/My Drive/faces94/malestaff/spacl/spacl.7.jpg,[ 61 144  91 ... 111  72  55]
2634,/content/drive/My Drive/faces94/malestaff/spacl/spacl.9.jpg,[ 64 143  94 ... 140  71  50]
2635,/content/drive/My Drive/faces94/malestaff/spacl/spacl.4.jpg,[ 61 143  94 ... 112  72  53]
2636,/content/drive/My Drive/faces94/malestaff/spacl/spacl.20.jpg,[ 67 144  93 ... 108  73  56]
2637,/content/drive/My Drive/faces94/malestaff/spacl/spacl.5.jpg,[ 64 143  92 ... 109  72  55]
2638,/content/drive/My Drive/faces94/malestaff/spacl/spacl.3.jpg,[ 50 105  66 ...  42  35  33]
2639,/content/drive/My Drive/faces94/malestaff/spacl/spacl.8.jpg,[ 51 104  65 ...  32  24  21]
2640,/content/drive/My Drive/faces94/malestaff/voudcx/voudcx.12.jpg,[ 49 104  65 ...  40  36  31]
2641,/content/drive/My Drive/faces94/malestaff/voudcx/voudcx.14.jpg,[ 48 103  64 ...  47  42  35]
2642,/content/drive/My Drive/faces94/malestaff/voudcx/voudcx.13.jpg,[ 50 105  66 ...  40  36  31]
2643,/content/drive/My Drive/faces94/malestaff/voudcx/voudcx.15.jpg,[ 51 105  64 ...  42  39  34]
2644,/content/drive/My Drive/faces94/malestaff/voudcx/voudcx.11.jpg,[ 50 103  64 ...  59  50  46]
2645,/content/drive/My Drive/faces94/malestaff/voudcx/voudcx.10.jpg,[ 50 100  66 ...  49  41  38]
2646,/content/drive/My Drive/faces94/malestaff/voudcx/voudcx.1.jpg,[ 50 102  68 ...  38  34  30]
2647,/content/drive/My Drive/faces94/malestaff/voudcx/voudcx.16.jpg,[ 47 107  67 ...  56  47  43]
2648,/content/drive/My Drive/faces94/malestaff/voudcx/voudcx.17.jpg,[ 49 102  63 ...  39  30  26]
2649,/content/drive/My Drive/faces94/malestaff/voudcx/voudcx.2.jpg,[ 45 105  65 ...  51  41  37]
2650,/content/drive/My Drive/faces94/malestaff/voudcx/voudcx.19.jpg,[ 50 103  65 ...  48  39  35]
2651,/content/drive/My Drive/faces94/malestaff/voudcx/voudcx.6.jpg,[ 46 101  62 ...  25  20  17]
2652,/content/drive/My Drive/faces94/malestaff/voudcx/voudcx.7.jpg,[ 51 104  65 ...  53  45  38]
2653,/content/drive/My Drive/faces94/malestaff/voudcx/voudcx.18.jpg,[ 47 104  65 ...  52  43  39]
2654,/content/drive/My Drive/faces94/malestaff/voudcx/voudcx.3.jpg,[ 48 103  64 ...  42  33  29]
2655,/content/drive/My Drive/faces94/malestaff/voudcx/voudcx.5.jpg,[ 50 105  66 ...  54  44  37]
2656,/content/drive/My Drive/faces94/malestaff/voudcx/voudcx.20.jpg,[ 49 104  65 ...  46  38  35]
2657,/content/drive/My Drive/faces94/malestaff/voudcx/voudcx.4.jpg,[ 50 104  68 ...  52  41  39]
2658,/content/drive/My Drive/faces94/malestaff/voudcx/voudcx.8.jpg,[ 61 133  86 ...  16  14  13]
2659,/content/drive/My Drive/faces94/malestaff/voudcx/voudcx.9.jpg,[43 98 65 ... 29 36 45]
2660,/content/drive/My Drive/faces94/female/gotone/9336923.jpg,[ 70 166 111 ...   8  13  15]
2661,/content/drive/My Drive/faces94/female/gotone/9336923.gif,[41 90 58 ... 10 13 12]
2662,/content/drive/My Drive/faces94/female/gotone/anpage.gif,[ 87 194 126 ...   9  11   9]
2663,/content/drive/My Drive/faces94/female/gotone/astefa.gif,[ 45 164 103 ...   8  23  26]
2664,/content/drive/My Drive/faces94/female/gotone/astefa.jpg,[ 61 146  96 ...  15  28  26]
2665,/content/drive/My Drive/faces94/female/gotone/ekavaz.gif,[ 73 185 123 ... 124 115  92]
2666,/content/drive/My Drive/faces94/female/gotone/asewil.gif,[ 75 170 119 ...  18  58  46]
2667,/content/drive/My Drive/faces94/female/gotone/asamma.gif,[ 60 146  96 ...  11  13  13]
2668,/content/drive/My Drive/faces94/female/gotone/elduns.jpg,[ 69 144  98 ...  49 128 101]
2669,/content/drive/My Drive/faces94/female/gotone/kaknig.gif,[34 89 56 ... 12 12 12]
2670,/content/drive/My Drive/faces94/female/gotone/elduns.gif,[41 88 56 ... 12 13 14]
2671,/content/drive/My Drive/faces94/female/gotone/lfso.gif,[45 90 53 ... 12 14 12]
2672,/content/drive/My Drive/faces94/female/gotone/ksunth.jpg,[44 93 61 ... 12 14 14]
2673,/content/drive/My Drive/faces94/female/gotone/ksunth.gif,[45 96 62 ... 13 13 13]
2674,/content/drive/My Drive/faces94/female/gotone/phughe.jpg,[40 93 56 ... 14 13 13]
2675,/content/drive/My Drive/faces94/female/gotone/sbains.gif,[43 93 59 ... 13 13 13]
2676,/content/drive/My Drive/faces94/female/gotone/phughe.gif,[39 90 56 ... 13 13 13]
2677,/content/drive/My Drive/faces94/female/gotone/yfhsie.gif,[40 90 56 ... 14 13 13]
2678,/content/drive/My Drive/faces94/female/gotone/vstros.jpg,[42 97 64 ... 29 37 50]
2679,/content/drive/My Drive/faces94/female/drbost/drbost.13.jpg,[43 98 65 ... 29 36 45]
2680,/content/drive/My Drive/faces94/female/drbost/drbost.14.jpg,[41 96 63 ... 25 33 43]
2681,/content/drive/My Drive/faces94/female/drbost/drbost.15.jpg,[42 97 64 ... 34 43 60]
2682,/content/drive/My Drive/faces94/female/drbost/drbost.12.jpg,[43 98 65 ... 38 47 62]
2683,/content/drive/My Drive/faces94/female/drbost/drbost.1.jpg,[39 99 65 ... 56 69 88]
2684,/content/drive/My Drive/faces94/female/drbost/drbost.10.jpg,[ 38 100  65 ...  31  38  54]
2685,/content/drive/My Drive/faces94/female/drbost/drbost.11.jpg,[42 97 64 ... 34 44 59]
2686,/content/drive/My Drive/faces94/female/drbost/drbost.16.jpg,[42 97 64 ... 31 40 54]
2687,/content/drive/My Drive/faces94/female/drbost/drbost.18.jpg,[ 39 100  66 ...  54  63  83]
2688,/content/drive/My Drive/faces94/female/drbost/drbost.19.jpg,[ 39 100  62 ...  56  66  83]
2689,/content/drive/My Drive/faces94/female/drbost/drbost.17.jpg,[38 98 64 ... 59 66 85]
2690,/content/drive/My Drive/faces94/female/drbost/drbost.2.jpg,[42 97 64 ... 24 33 42]
2691,/content/drive/My Drive/faces94/female/drbost/drbost.20.jpg,[42 97 64 ... 26 34 47]
2692,/content/drive/My Drive/faces94/female/drbost/drbost.7.jpg,[44 99 66 ... 28 34 45]
2693,/content/drive/My Drive/faces94/female/drbost/drbost.9.jpg,[39 98 67 ... 30 35 44]
2694,/content/drive/My Drive/faces94/female/drbost/drbost.3.jpg,[42 97 64 ... 23 32 42]
2695,/content/drive/My Drive/faces94/female/drbost/drbost.6.jpg,[38 98 64 ... 21 30 42]
2696,/content/drive/My Drive/faces94/female/drbost/drbost.5.jpg,[38 98 64 ... 23 28 37]
2697,/content/drive/My Drive/faces94/female/drbost/drbost.4.jpg,[ 40 100  66 ...  23  33  40]
2698,/content/drive/My Drive/faces94/female/drbost/drbost.8.jpg,[ 59 154  95 ...  54  96 160]
2699,/content/drive/My Drive/faces94/female/9338535/9338535.10.jpg,[ 58 140  88 ...  71  88 196]
2700,/content/drive/My Drive/faces94/female/9338535/9338535.1.jpg,[ 60 140  87 ...  62  63 209]
2701,/content/drive/My Drive/faces94/female/9338535/9338535.12.jpg,[ 62 143  88 ...  81  77 233]
2702,/content/drive/My Drive/faces94/female/9338535/9338535.11.jpg,[ 64 144  85 ...  75  71 211]
2703,/content/drive/My Drive/faces94/female/9338535/9338535.13.jpg,[ 64 142  88 ...  88  78 243]
2704,/content/drive/My Drive/faces94/female/9338535/9338535.14.jpg,[ 57 141  86 ...  68  66 214]
2705,/content/drive/My Drive/faces94/female/9338535/9338535.19.jpg,[ 62 140  86 ...  61  47 185]
2706,/content/drive/My Drive/faces94/female/9338535/9338535.20.jpg,[ 66 157  91 ...  69 106 190]
2707,/content/drive/My Drive/faces94/female/9338535/9338535.18.jpg,[ 71 154  97 ...  79 108 195]
2708,/content/drive/My Drive/faces94/female/9338535/9338535.17.jpg,[ 70 157  93 ...  68 108 177]
2709,/content/drive/My Drive/faces94/female/9338535/9338535.16.jpg,[ 56 142  88 ...  95  85 251]
2710,/content/drive/My Drive/faces94/female/9338535/9338535.15.jpg,[ 62 140  87 ...  86  77 243]
2711,/content/drive/My Drive/faces94/female/9338535/9338535.3.jpg,[ 62 140  87 ...  71  63 221]
2712,/content/drive/My Drive/faces94/female/9338535/9338535.2.jpg,[ 56 141  87 ...  67  64 216]
2713,/content/drive/My Drive/faces94/female/9338535/9338535.4.jpg,[ 66 159  93 ...  67 106 181]
2714,/content/drive/My Drive/faces94/female/9338535/9338535.5.jpg,[ 71 155  97 ...  71 106 197]
2715,/content/drive/My Drive/faces94/female/9338535/9338535.6.jpg,[ 64 154  95 ...  99  92 255]
2716,/content/drive/My Drive/faces94/female/9338535/9338535.7.jpg,[ 59 151  92 ... 100  90 251]
2717,/content/drive/My Drive/faces94/female/9338535/9338535.9.jpg,[ 65 157  92 ...  84 106 234]
2718,/content/drive/My Drive/faces94/female/9338535/9338535.8.jpg,[ 31  71  46 ... 126 137 199]
2719,/content/drive/My Drive/faces94/female/ekavaz/ekavaz.1.jpg,[ 32  77  50 ... 132 145 213]
2720,/content/drive/My Drive/faces94/female/ekavaz/ekavaz.10.jpg,[ 34  76  51 ... 131 144 212]
2721,/content/drive/My Drive/faces94/female/ekavaz/ekavaz.11.jpg,[ 36  77  50 ... 134 146 211]
2722,/content/drive/My Drive/faces94/female/ekavaz/ekavaz.12.jpg,[ 36  77  50 ... 133 146 213]
2723,/content/drive/My Drive/faces94/female/ekavaz/ekavaz.13.jpg,[ 35  78  51 ... 137 145 212]
2724,/content/drive/My Drive/faces94/female/ekavaz/ekavaz.14.jpg,[ 39  77  51 ... 140 148 213]
2725,/content/drive/My Drive/faces94/female/ekavaz/ekavaz.19.jpg,[ 32  77  51 ... 135 145 213]
2726,/content/drive/My Drive/faces94/female/ekavaz/ekavaz.20.jpg,[ 36  79  52 ... 133 148 211]
2727,/content/drive/My Drive/faces94/female/ekavaz/ekavaz.2.jpg,[ 32  77  51 ... 131 147 214]
2728,/content/drive/My Drive/faces94/female/ekavaz/ekavaz.3.jpg,[ 36  76  51 ... 140 147 217]
2729,/content/drive/My Drive/faces94/female/ekavaz/ekavaz.4.jpg,[ 33  74  47 ... 128 140 202]
2730,/content/drive/My Drive/faces94/female/ekavaz/ekavaz.15.jpg,[ 34  77  50 ... 133 141 209]
2731,/content/drive/My Drive/faces94/female/ekavaz/ekavaz.16.jpg,[ 34  77  50 ... 129 141 210]
2732,/content/drive/My Drive/faces94/female/ekavaz/ekavaz.18.jpg,[ 34  77  50 ... 129 143 210]
